audit_order,id,dataset,claim_sha256,gold_label,predicted_link_count,predicted_links_json,annotator_a_gold_biomedical_mentions_json,annotator_b_gold_biomedical_mentions_json,final_gold_biomedical_mentions_json,annotator_a_gold_concept_links_json,annotator_b_gold_concept_links_json,final_gold_concept_links_json,annotator_a_incorrect_predicted_links_json,annotator_b_incorrect_predicted_links_json,final_incorrect_predicted_links_json,annotator_a_abbreviation_ambiguity,annotator_b_abbreviation_ambiguity,final_abbreviation_ambiguity,annotator_a_overall_linking_judgment,annotator_b_overall_linking_judgment,final_overall_linking_judgment,disagreement_fields
55,medfact_bench_1269,medaesqa,5a6d1c8b8f924587ec294ecae48c7179343716bac1f90434e5baacc87b1515ed,SUPPORT,0,[],"[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""PrimeKG::Disease::MONDO:7147"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],YES,YES,YES,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
56,medfact_bench_1327,medaesqa,b15b72cbca12513071c3c7aef3c903a1e3a5d3188aa9efc6a15291e239a742f3,SUPPORT,0,[],"[""Dietary modifications"",""OSA""]","[""Dietary modifications"",""OSA""]","[""Dietary modifications"",""OSA""]","[{""mention"":""Dietary modifications"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Dietary modifications"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""PrimeKG::Disease::MONDO:7147"",""entity_type"":""Disease""}]","[{""mention"":""Dietary modifications"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],YES,YES,YES,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
57,medfact_bench_1272,medaesqa,5a6d1c8b8f924587ec294ecae48c7179343716bac1f90434e5baacc87b1515ed,SUPPORT,0,[],"[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""PrimeKG::Disease::MONDO:7147"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],YES,YES,YES,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
58,medfact_bench_1270,medaesqa,5a6d1c8b8f924587ec294ecae48c7179343716bac1f90434e5baacc87b1515ed,SUPPORT,0,[],"[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[""exercise training"",""OSA""]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""PrimeKG::Disease::MONDO:7147"",""entity_type"":""Disease""}]","[{""mention"":""exercise training"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""OSA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],YES,YES,YES,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
59,medfact_bench_1262,medaesqa,80a42170e77e64889691801eb338373b4e4482e3999d63e1a3d9924fcb942410,SUPPORT,0,[],"[""alcohol"",""sedatives""]","[""alcohol"",""sedatives""]","[""alcohol"",""sedatives""]","[{""mention"":""alcohol"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""sedatives"",""concept_id"":""UNRESOLVED"",""entity_type"":""Pharmacologic Class""}]","[{""mention"":""alcohol"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""sedatives"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""alcohol"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""sedatives"",""concept_id"":""UNRESOLVED"",""entity_type"":""Pharmacologic Class""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
60,medfact_bench_1336,medaesqa,9947979e363a9af4e94b1ebdb6d54e3c08bb35b009c7aa0091fce35912076fa5,UNCERTAIN,0,[],"[""positional therapy""]","[""positional therapy""]","[""positional therapy""]","[{""mention"":""positional therapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""positional therapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""positional therapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
61,pubmedqa_1571683,pubmedqa,9e3a2d55d32076b1258a15da5fb827823f59360e70dea22895997e1310eb344e,UNCERTAIN,0,[],"[""vaccines""]","[""vaccines""]","[""vaccines""]","[{""mention"":""vaccines"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""vaccines"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""vaccines"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
62,pubmedqa_8738894,pubmedqa,b8475d906e532e8a9620be3639a0c9da2828e77909503987804d357c20aa03aa,REFUTE,1,"[{""node_id"": ""Side Effect::C0011849"", ""name"": ""Diabetes mellitus"", ""kind"": ""Side Effect"", ""matched_alias"": ""Diabetes mellitus"", ""normalized_alias"": ""diabetes mellitus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Diabetes mellitus"",""arsenic""]","[""Diabetes mellitus"",""arsenic""]","[""Diabetes mellitus"",""arsenic""]","[{""mention"":""Diabetes mellitus"",""concept_id"":""Side Effect::C0011849"",""entity_type"":""Disease""},{""mention"":""arsenic"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""Diabetes mellitus"",""concept_id"":""Side Effect::C0011849"",""entity_type"":""Disease""},{""mention"":""arsenic"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""Diabetes mellitus"",""concept_id"":""Side Effect::C0011849"",""entity_type"":""Disease""},{""mention"":""arsenic"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]",[],[],[],NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
63,pubmedqa_27928673,pubmedqa,286651c4998c776627df649dc66acd59ffcc519e40352659b5cacd00fb56535c,SUPPORT,1,"[{""node_id"": ""Anatomy::UBERON:0001456"", ""name"": ""face"", ""kind"": ""Anatomy"", ""matched_alias"": ""face"", ""normalized_alias"": ""face"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""ART"",""C-section"",""delivery""]","[""ART"",""C-section""]","[""ART"",""C-section"",""delivery""]","[{""mention"":""ART"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""C-section"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""delivery"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""ART"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""C-section"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""ART"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""C-section"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""delivery"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""node_id"":""Anatomy::UBERON:0001456"",""mention"":""face"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Anatomy::UBERON:0001456"",""mention"":""face"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0001456"",""mention"":""face"",""reason"":""WRONG_CONCEPT""}]",YES,YES,YES,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json
64,pubmedqa_18714572,pubmedqa,232380ec29a305c2244bc172da3f1f91639c883c93b05f0cdf76a7ec075d7603,UNCERTAIN,2,"[{""node_id"": ""PrimeKG::Disease::MONDO:24474"", ""name"": ""intraepithelial neoplasia"", ""kind"": ""Disease"", ""matched_alias"": ""intraepithelial neoplasia"", ""normalized_alias"": ""intraepithelial neoplasia"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""24474""}, {""node_id"": ""PrimeKG::Disease::MONDO_grouped:22394_42491"", ""name"": ""cervical intraepithelial neoplasia"", ""kind"": ""Disease"", ""matched_alias"": ""cervical intraepithelial neoplasia"", ""normalized_alias"": ""cervical intraepithelial neoplasia"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""22394_42491""}]","[""Vaginal intraepithelial neoplasia"",""cervical intraepithelial neoplasia""]","[""Vaginal intraepithelial neoplasia"",""cervical intraepithelial neoplasia""]","[""Vaginal intraepithelial neoplasia"",""cervical intraepithelial neoplasia""]","[{""mention"":""Vaginal intraepithelial neoplasia"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""cervical intraepithelial neoplasia"",""concept_id"":""PrimeKG::Disease::MONDO_grouped:22394_42491"",""entity_type"":""Disease""}]","[{""mention"":""Vaginal intraepithelial neoplasia"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""cervical intraepithelial neoplasia"",""concept_id"":""PrimeKG::Disease::MONDO_grouped:22394_42491"",""entity_type"":""Disease""}]","[{""mention"":""Vaginal intraepithelial neoplasia"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""cervical intraepithelial neoplasia"",""concept_id"":""PrimeKG::Disease::MONDO_grouped:22394_42491"",""entity_type"":""Disease""}]","[{""node_id"":""PrimeKG::Disease::MONDO:24474"",""mention"":""Vaginal intraepithelial neoplasia"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:24474"",""mention"":""Vaginal intraepithelial neoplasia"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:24474"",""mention"":""Vaginal intraepithelial neoplasia"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
65,pubmedqa_24625433,pubmedqa,7e052873fb61c97d6243e8aecfede4fda64910ee2c45ff2c692cbdc07067cb2e,REFUTE,0,[],"[""High flow nasal cannulae"",""bubble CPAP"",""preterm infants""]","[""High flow nasal cannulae"",""bubble CPAP""]","[""High flow nasal cannulae"",""bubble CPAP""]","[{""mention"":""High flow nasal cannulae"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""bubble CPAP"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""preterm infants"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""High flow nasal cannulae"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""bubble CPAP"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""High flow nasal cannulae"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""bubble CPAP"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
66,pubmedqa_12846929,pubmedqa,11b3ade649650af242cdc41113bc56ad899fd295a1a44a046f7e01454cd6a241,SUPPORT,4,"[{""node_id"": ""Anatomy::UBERON:0002048"", ""name"": ""lung"", ""kind"": ""Anatomy"", ""matched_alias"": ""lung"", ""normalized_alias"": ""lung"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:4992"", ""name"": ""cancer"", ""kind"": ""Disease"", ""matched_alias"": ""cancer"", ""normalized_alias"": ""cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4992""}, {""node_id"": ""Disease::DOID:1324"", ""name"": ""lung cancer"", ""kind"": ""Disease"", ""matched_alias"": ""lung cancer"", ""normalized_alias"": ""lung cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:8903"", ""name"": ""lung cancer"", ""kind"": ""Disease"", ""matched_alias"": ""lung cancer"", ""normalized_alias"": ""lung cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""8903""}]","[""lung cancer""]","[""lung cancer""]","[""lung cancer""]","[{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
67,pubmedqa_23389866,pubmedqa,6e9cedeaf0edca188575e13777daad0620aa6b22f6d378e73bd8c31ad506b457,REFUTE,5,"[{""node_id"": ""PrimeKG::Disease::MONDO:4993"", ""name"": ""carcinoma"", ""kind"": ""Disease"", ""matched_alias"": ""carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4993""}, {""node_id"": ""PrimeKG::Disease::MONDO_grouped:10150_4958_5096_6082_500_514"", ""name"": ""squamous cell carcinoma"", ""kind"": ""Disease"", ""matched_alias"": ""squamous cell carcinoma"", ""normalized_alias"": ""squamous cell carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""10150_4958_5096_6082_500_514""}, {""node_id"": ""Side Effect::C0007097"", ""name"": ""Carcinoma"", ""kind"": ""Side Effect"", ""matched_alias"": ""Carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Side Effect::C0007137"", ""name"": ""Squamous cell carcinoma"", ""kind"": ""Side Effect"", ""matched_alias"": ""Squamous cell carcinoma"", ""normalized_alias"": ""squamous cell carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Symptom::HPO:30731"", ""name"": ""Carcinoma"", ""kind"": ""Symptom"", ""matched_alias"": ""Carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""30731""}]","[""Surgical resection"",""locally advanced squamous cell carcinoma esophagus"",""chemoradiotherapy""]","[""Surgical resection"",""locally advanced squamous cell carcinoma esophagus"",""chemoradiotherapy""]","[""Surgical resection"",""locally advanced squamous cell carcinoma esophagus"",""chemoradiotherapy""]","[{""mention"":""Surgical resection"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""locally advanced squamous cell carcinoma esophagus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""chemoradiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""Surgical resection"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""locally advanced squamous cell carcinoma esophagus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""chemoradiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""Surgical resection"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""locally advanced squamous cell carcinoma esophagus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""chemoradiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO_grouped:10150_4958_5096_6082_500_514"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""WRONG_TYPE""},{""node_id"":""Side Effect::C0007137"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO_grouped:10150_4958_5096_6082_500_514"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007137"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO_grouped:10150_4958_5096_6082_500_514"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007137"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""locally advanced squamous cell carcinoma esophagus"",""reason"":""WRONG_TYPE""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,incorrect_predicted_links_json
68,pubmedqa_22706226,pubmedqa,79bf4747e4e1c25ffe463e48c84417a5a75b86d62186d31077a0f91a00094104,UNCERTAIN,3,"[{""node_id"": ""PrimeKG::Disease::MONDO:4992"", ""name"": ""cancer"", ""kind"": ""Disease"", ""matched_alias"": ""cancer"", ""normalized_alias"": ""cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4992""}, {""node_id"": ""PrimeKG::Disease::MONDO:11962"", ""name"": ""endometrial cancer"", ""kind"": ""Disease"", ""matched_alias"": ""endometrial cancer"", ""normalized_alias"": ""endometrial cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""11962""}, {""node_id"": ""Side Effect::C0476089"", ""name"": ""Endometrial cancer"", ""kind"": ""Side Effect"", ""matched_alias"": ""Endometrial cancer"", ""normalized_alias"": ""endometrial cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""endometrial cancer""]","[""endometrial cancer relapses""]","[""endometrial cancer relapses""]","[{""mention"":""endometrial cancer"",""concept_id"":""PrimeKG::Disease::MONDO:11962"",""entity_type"":""Disease""}]","[{""mention"":""endometrial cancer relapses"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""endometrial cancer relapses"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""endometrial cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:11962"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0476089"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:11962"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0476089"",""mention"":""endometrial cancer relapses"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
69,pubmedqa_17940352,pubmedqa,fe33e3d79450680853d8462ebe5171f6e50efec18fe3cc238d979debf85b8dbf,UNCERTAIN,4,"[{""node_id"": ""PrimeKG::Disease::MONDO:4993"", ""name"": ""carcinoma"", ""kind"": ""Disease"", ""matched_alias"": ""carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4993""}, {""node_id"": ""PrimeKG::Disease::MONDO:40679"", ""name"": ""urothelial carcinoma"", ""kind"": ""Disease"", ""matched_alias"": ""urothelial carcinoma"", ""normalized_alias"": ""urothelial carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""40679""}, {""node_id"": ""Side Effect::C0007097"", ""name"": ""Carcinoma"", ""kind"": ""Side Effect"", ""matched_alias"": ""Carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Symptom::HPO:30731"", ""name"": ""Carcinoma"", ""kind"": ""Symptom"", ""matched_alias"": ""Carcinoma"", ""normalized_alias"": ""carcinoma"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""30731""}]","[""HER2 immunoreactivity"",""urothelial carcinoma"",""M-VEC chemotherapy""]","[""HER2 immunoreactivity"",""locally advanced urothelial carcinoma"",""M-VEC chemotherapy""]","[""HER2 immunoreactivity"",""locally advanced urothelial carcinoma"",""M-VEC chemotherapy""]","[{""mention"":""HER2 immunoreactivity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""urothelial carcinoma"",""concept_id"":""PrimeKG::Disease::MONDO:40679"",""entity_type"":""Disease""},{""mention"":""M-VEC chemotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""HER2 immunoreactivity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""locally advanced urothelial carcinoma"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""M-VEC chemotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""HER2 immunoreactivity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""locally advanced urothelial carcinoma"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""M-VEC chemotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""urothelial carcinoma"",""reason"":""WRONG_TYPE""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""urothelial carcinoma"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:40679"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4993"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:40679"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007097"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:30731"",""mention"":""locally advanced urothelial carcinoma"",""reason"":""WRONG_TYPE""}]",YES,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;abbreviation_ambiguity;overall_linking_judgment
