domain,record_id,method,prompt_sha256,prompt_hash_status,request_payload_sha256,request_payload_hash_status,parsed_prediction_sha256,request_status,request_count,retry_count
formal600,medfact_bench_1011,bm25_only_diagnostic,a76cd0c26e16cc3fc43fed16d98b2d41f0048df8e6408a70b3452cc2963ded18,recorded,,not_persisted_in_historical_run,d84825e41696d754539c3a0806f51bea0ff529d6063e5b2bbcfcd8f4c8ef4ff7,success,1,0
formal600,medfact_bench_1012,bm25_only_diagnostic,a76cd0c26e16cc3fc43fed16d98b2d41f0048df8e6408a70b3452cc2963ded18,recorded,,not_persisted_in_historical_run,eb905675babe4cf12a74866562783fea810a71a3c30c6a37c975a51f9a605dd5,success,1,0
formal600,medfact_bench_1013,bm25_only_diagnostic,38896d9d472141c8d026cec9f43e337c4473709ee72388a2d38d686fb4372dac,recorded,,not_persisted_in_historical_run,016427386a1ca88dd5813816e216faf4f3e2f7796e3ca1f9b50572416a697e3e,success,1,0
formal600,medfact_bench_1014,bm25_only_diagnostic,a3e5d9f0cfc3b639f794f0d57e2b20240e187f23e3e47390ab4051dd4a5e04b5,recorded,,not_persisted_in_historical_run,eebb127d9321f66407c913554e41aa103580647361660edbb3eb21b8708e7f3b,success,1,0
formal600,medfact_bench_1015,bm25_only_diagnostic,a3e5d9f0cfc3b639f794f0d57e2b20240e187f23e3e47390ab4051dd4a5e04b5,recorded,,not_persisted_in_historical_run,b361bc786f93463c834a9df39143d814443d19ba0a9c2238256fdddd934aef8e,success,1,0
formal600,medfact_bench_1016,bm25_only_diagnostic,8c4a73f422ab66fbbf16b56db6e2bbf2d74872fc3becdb9f194129e0fb8f2345,recorded,,not_persisted_in_historical_run,7683677a2224f91a72f03fef19c97a3251568ff34c4e08c3d798789d0c5bbe3c,success,1,0
formal600,medfact_bench_1017,bm25_only_diagnostic,ee69000ba01955e40c40fe653eaf57948ee742a65f79d5e1d14853eea6173283,recorded,,not_persisted_in_historical_run,70be77764f7e8537573333469e1621a7da989e44a1d07dc2a5fa1b5569a18678,success,1,0
formal600,medfact_bench_1018,bm25_only_diagnostic,8c4a73f422ab66fbbf16b56db6e2bbf2d74872fc3becdb9f194129e0fb8f2345,recorded,,not_persisted_in_historical_run,6e7eeb9c215296fff36512f807717a9f9eaeb5df6ac5fcc61f394d3988a3b346,success,1,0
formal600,medfact_bench_1019,bm25_only_diagnostic,8c4a73f422ab66fbbf16b56db6e2bbf2d74872fc3becdb9f194129e0fb8f2345,recorded,,not_persisted_in_historical_run,36d567d8d92ead1f2dce251cbab1bea24009d4b928b4825394b74962227f8006,success,1,0
formal600,medfact_bench_102,bm25_only_diagnostic,384fa715ef5928faaaed44a3a63aba4fce3f90e30d90709a5144eee9f5226b22,recorded,,not_persisted_in_historical_run,3de56dd6f1d491ee2f1516c24d8f2c0bd4ebb1eeb81d3fdf04224bf3cc9ce9d3,success,1,0
formal600,medfact_bench_1020,bm25_only_diagnostic,8c4a73f422ab66fbbf16b56db6e2bbf2d74872fc3becdb9f194129e0fb8f2345,recorded,,not_persisted_in_historical_run,8d62e188010e0fee41cba3aaa8d39617a54c26e88fbf9cf03328a11a2400f6b9,success,1,0
formal600,medfact_bench_1021,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,f055f6e9b8f15fd6a463a116adac8f5c7fa9021fcb7232dd02d2a8a1a61bf0c6,success,1,0
formal600,medfact_bench_1022,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,0c3aad3083a1d5f3dacd38bcc97e516663d05e35eff31e0829d4530070e731ca,success,1,0
formal600,medfact_bench_1023,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,db56cd6c4c7920262f89cbaa59f477b467842958cfa90cfd3bdbe797b5f98cb1,success,1,0
formal600,medfact_bench_1024,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,9138611a830ed0b6424538d57b1d627207ec6fa8b75c74185824aee8ce19b668,success,1,0
formal600,medfact_bench_1025,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,529904098273b3ac97d7fc325fe49f626910800b372ffc0e14c902ebccc3ed40,success,1,0
formal600,medfact_bench_1026,bm25_only_diagnostic,0a41a87afd75657adb87dab5fa2918873e0be146c35334db5ee3bc251695b25c,recorded,,not_persisted_in_historical_run,5b9c8df6b73a5e0c573c120bf60eb15998cac2c17f513ebd56287ef4dd7cdf42,success,1,0
formal600,medfact_bench_1027,bm25_only_diagnostic,7ff2c745de0a53ef71b1d76c41a7c6fdb72754297a6d2dbe496e0b32da95eacc,recorded,,not_persisted_in_historical_run,7fa792d0c20597e2d4e533f63a09bf207efdbc6fb7426b1b222dc729f74f6819,success,1,0
formal600,medfact_bench_1028,bm25_only_diagnostic,7ff2c745de0a53ef71b1d76c41a7c6fdb72754297a6d2dbe496e0b32da95eacc,recorded,,not_persisted_in_historical_run,8d14f6661561fc5b1c121932b9044025aa25eecb383566274976f3cf2b6c32e7,success,1,0
formal600,medfact_bench_1029,bm25_only_diagnostic,7ff2c745de0a53ef71b1d76c41a7c6fdb72754297a6d2dbe496e0b32da95eacc,recorded,,not_persisted_in_historical_run,08ca8907a022ac0266ae68a7c17a97a0c7095216f04225f4209a1f008ab6257a,success,1,0
formal600,medfact_bench_103,bm25_only_diagnostic,238a21658114f2f6f5bd18d21d340962f648fa2e1c6f5c3b7ffff6a67d2d7615,recorded,,not_persisted_in_historical_run,eb05b715d334a3af22fa7e15149a4e43061469ee77a8b9a4ce89a17b35e096cd,success,1,0
formal600,medfact_bench_1030,bm25_only_diagnostic,7ff2c745de0a53ef71b1d76c41a7c6fdb72754297a6d2dbe496e0b32da95eacc,recorded,,not_persisted_in_historical_run,f092a23aa4f1ee7c43ef2da3320b97f347a685f10c6c68691697745d2f8c6628,success,1,0
formal600,medfact_bench_1031,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,2da1e386ac357ab03cd602701951e3c8dccda904a4ce25322f45196afd42c27d,success,1,0
formal600,medfact_bench_1032,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,6acb5b478a559d4e6b3b4c454aa8349ad4428eff3b005d8e26f7093bc752e3e0,success,1,0
formal600,medfact_bench_1033,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,9a26fcb5d2840729c1e9d85f5ea6615e977e765355fb94f684094c193e206d6c,success,1,0
formal600,medfact_bench_1034,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,1d90929ef52a03ae4f0ef4e05484bc2d0ba4bc19c8744d00080780b340baf024,success,1,0
formal600,medfact_bench_1035,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,900a77bf85ccd539cca83926346fe94ed1d2171747aa6542388d2589bdb6effd,success,1,0
formal600,medfact_bench_1036,bm25_only_diagnostic,2b88f5077c35f35540d098b95fc73d5ce68530ead023b091f410bb9a070a586d,recorded,,not_persisted_in_historical_run,7a13052e6740fdbb223cdd9f1ce4619deb443b2fbc196928fe12fe2c692eea51,success,1,0
formal600,medfact_bench_1037,bm25_only_diagnostic,ee64e2dbb34c4e1245c42932a13d3d7481182218bf3c0bee0e7e1734ee7811fb,recorded,,not_persisted_in_historical_run,c8a28b8c8f7958c027d77eb3f8881ecbbf604a112f38b4f092fbaeb0ab14e0e7,success,1,0
formal600,medfact_bench_1038,bm25_only_diagnostic,ee64e2dbb34c4e1245c42932a13d3d7481182218bf3c0bee0e7e1734ee7811fb,recorded,,not_persisted_in_historical_run,c10b85384bd4f2045be55449d217bf4fc8ce4e730b5fe6b5c2702793075ecf45,success,1,0
formal600,medfact_bench_1039,bm25_only_diagnostic,ee64e2dbb34c4e1245c42932a13d3d7481182218bf3c0bee0e7e1734ee7811fb,recorded,,not_persisted_in_historical_run,f9def72de190517319cbbc8a8271ebe6bf2deb0d2b74eb5b4db57daba73c784d,success,1,0
formal600,medfact_bench_104,bm25_only_diagnostic,dedf02cece5bac46a42fb4ba1af8c10aa0762e3f82cd1b8a472d9f11da72f8fd,recorded,,not_persisted_in_historical_run,51ae96a1060d0e26d9044d4f834d59190cc74c7b1b6ccf1dd758302127bdbc40,success,1,0
formal600,medfact_bench_1040,bm25_only_diagnostic,d2e77199f110f846d9cb9ceef9c83b976d1caf1096628932111bd7f82277db46,recorded,,not_persisted_in_historical_run,5a892ff6f3a12e978f96ae7de21a1c3ae7e95dde2cbcd748cf8543bff0bd7db0,success,1,0
formal600,medfact_bench_1041,bm25_only_diagnostic,d2e77199f110f846d9cb9ceef9c83b976d1caf1096628932111bd7f82277db46,recorded,,not_persisted_in_historical_run,1550604ab676e048fb248ad3b3324bcc3127e68057a5f1fdf572f0d24a99ca2a,success,1,0
formal600,medfact_bench_1042,bm25_only_diagnostic,26a14e812986f95280145fd5cf2da250e790f94bb97a2cd75828c7625bf37335,recorded,,not_persisted_in_historical_run,82b01e19f3dbf8b434c512487e262ebdb10b2353928d5f16dd28d5b4eab88e1b,success,1,0
formal600,medfact_bench_1043,bm25_only_diagnostic,26a14e812986f95280145fd5cf2da250e790f94bb97a2cd75828c7625bf37335,recorded,,not_persisted_in_historical_run,e894f0b1dea683f6d9f5ade07528ac0c525a6dd816a84530ac8362c31b0902a6,success,1,0
formal600,medfact_bench_1044,bm25_only_diagnostic,26a14e812986f95280145fd5cf2da250e790f94bb97a2cd75828c7625bf37335,recorded,,not_persisted_in_historical_run,abb63199db242170cfab086fb27ed32caf61ac39bb83a314ed3e77688ff43905,success,1,0
formal600,medfact_bench_1045,bm25_only_diagnostic,abfb08fbb31e9844782f9803205c970910bc13042a8b775033d235c3126c3c37,recorded,,not_persisted_in_historical_run,01eabf2efee752bdd536e4211211f7bda2cec4a8fe5ac802854f37778d71317b,success,1,0
formal600,medfact_bench_1046,bm25_only_diagnostic,bc201b151aace5ce86239b84d9789a2ebb62ca7e590c963c8cbfab3c8ad5f812,recorded,,not_persisted_in_historical_run,34e31f2eb1b90dc470d2055f8e988a722939aa68db5437b2ff5a12d2165e4ef0,success,1,0
formal600,medfact_bench_1047,bm25_only_diagnostic,bc201b151aace5ce86239b84d9789a2ebb62ca7e590c963c8cbfab3c8ad5f812,recorded,,not_persisted_in_historical_run,ffcb5ae5d0da41e4698ad5f1a6517b94ac3e73e5e7ea7178974001fe3792c8be,success,1,0
formal600,medfact_bench_1048,bm25_only_diagnostic,bc201b151aace5ce86239b84d9789a2ebb62ca7e590c963c8cbfab3c8ad5f812,recorded,,not_persisted_in_historical_run,5caa024948f6b33643320787835181958704658ba922678729757eba8162c63e,success,1,0
formal600,medfact_bench_1049,bm25_only_diagnostic,bc201b151aace5ce86239b84d9789a2ebb62ca7e590c963c8cbfab3c8ad5f812,recorded,,not_persisted_in_historical_run,c3ba9ff79bba3a1318c1f849fd96212056e26a91fe10d58a91e552dba09c72af,success,1,0
formal600,medfact_bench_105,bm25_only_diagnostic,16754f95a091ff5b06755c29c91fa969471fbb4c1a6c6ec5947f0407176f0928,recorded,,not_persisted_in_historical_run,c26d5f01d86906c53856408da94a94e657df4afc142bb29d11c0849f7bc5cb24,success,1,0
formal600,medfact_bench_1050,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,2bb41a4932fc473ec03a6cd4826056deca3c9e03fa490c2f7d46300d594e0e91,success,1,0
formal600,medfact_bench_1051,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,0958910027450f8946eaa8dca9ce13929f8598f4ac4562ef96000e9558aeffb0,success,1,0
formal600,medfact_bench_1052,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,5113de6199b12a92c34e4b841a72d6f77b130f31cea32cef634101640e4ee39d,success,1,0
formal600,medfact_bench_1053,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,895e28e851ebe1d15e1116ee0271ad72a9fe0fc8d48be53e83b4d4bc52a62e5b,success,1,0
formal600,medfact_bench_1054,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,5ab1482447785851763c72e275f45b91c10f815d680bc7044f130d453e6df7de,success,1,0
formal600,medfact_bench_1055,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,70bbe84c791db61b8b98b0d20b2c9db7ec2162165fe69f0c2853c8ff3be7085d,success,1,0
formal600,medfact_bench_1056,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,7c9041f64a0b1bc8cc4a2e2e0951646c7d9787dd9d3f24bb83dd8f41f0788062,success,1,0
formal600,medfact_bench_1057,bm25_only_diagnostic,1eb5e4919b8890caf7e2d54024eaf70cea1d29e942186b5e5466b9b9e016d35e,recorded,,not_persisted_in_historical_run,4fe466dc7f8d968566de074ef94dd8cc4027c5d2bfcb7364b33efc143af718ae,success,1,0
formal600,medfact_bench_1058,bm25_only_diagnostic,7e142280d5725c56c558d0c9e3b3faf765a2517d39336c77d91b9ddb94e06d1d,recorded,,not_persisted_in_historical_run,83f19524ebc5575bcc26363bc0ae5595973485082b1b05618af3f9c4114bb792,success,1,0
formal600,medfact_bench_1059,bm25_only_diagnostic,059cc97cc656ffe347d5c3bc3a3e18034e3cc335a8453a8e7823b9a6427677ab,recorded,,not_persisted_in_historical_run,a7c274fdc6f7ef34283f89382a87da5bb7183b5a5dafb16a243431aee7eb11d5,success,1,0
formal600,medfact_bench_106,bm25_only_diagnostic,ec76310c3bd9b7488d9b5fde72c940b7f121c3718773be07a3e4edd642383d3c,recorded,,not_persisted_in_historical_run,c9009a97d8d421b739ef21daf45133a7da7e2977f030178b53f8e9ca4c520c62,success,1,0
formal600,medfact_bench_1060,bm25_only_diagnostic,059cc97cc656ffe347d5c3bc3a3e18034e3cc335a8453a8e7823b9a6427677ab,recorded,,not_persisted_in_historical_run,dca11ed1c6f47bf64782898bb75cb295bc5c6d36283f3af73824e8c750ee8791,success,1,0
formal600,medfact_bench_1061,bm25_only_diagnostic,acc3b52b585b202e8ba864a8c15ff5f00521e9c1d413c443b7af24bcc37ef625,recorded,,not_persisted_in_historical_run,8d12d5584b2b568cd7414a42f54168fc897811c8fd6c68240a14971c1e76aaf2,success,1,0
formal600,medfact_bench_1062,bm25_only_diagnostic,acc3b52b585b202e8ba864a8c15ff5f00521e9c1d413c443b7af24bcc37ef625,recorded,,not_persisted_in_historical_run,8cbba92a68c0369a77630583f392cb6c6a89730099141106ab28b46b4d3e5de1,success,1,0
formal600,medfact_bench_1063,bm25_only_diagnostic,acc3b52b585b202e8ba864a8c15ff5f00521e9c1d413c443b7af24bcc37ef625,recorded,,not_persisted_in_historical_run,e009bd151f6941d20a353764e5e33c99793e1afe29645fe6ab66fdc462f8842e,success,1,0
formal600,medfact_bench_1064,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,fabb1648e194caa490ee0cbb7ff386682daa8f00106935b47f260ecab8523520,success,1,0
formal600,medfact_bench_1065,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,949be02c60bfd2330d6a0aea743c1232d2e9b5b28e3c5ef244a0a8582f59ce49,success,1,0
formal600,medfact_bench_1066,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,d6d5ede42ee7912c4881f718a76f0568e8145f5a5649a3926dbfef0b3e3f0815,success,1,0
formal600,medfact_bench_1067,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,626f25970604e33f49700448949a239bc68b1644ff632cf05f7fe47f7379678c,success,1,0
formal600,medfact_bench_1068,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,fd33a3b2632ba25c803d0edec83ce40cc99e1f367f9e14e83592a66e89ca4c76,success,1,0
formal600,medfact_bench_1069,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,406d8cdb9a25028f722682bc9403610ea022bdc7d7a65fcaa34c1e5246fc9706,success,1,0
formal600,medfact_bench_107,bm25_only_diagnostic,2f1e7b245a559671993b74a619c372ec71f6da992dd15bb36fa74abe9f6e4c7c,recorded,,not_persisted_in_historical_run,0f22c7dc64a9d1ed5c8ac0874875008adcb54fe7ba1b656f475f7fd5663f3f81,success,1,0
formal600,medfact_bench_1070,bm25_only_diagnostic,d0ff4354e15392da7bbe4080e69dc39cb2d13424f10e6d88abbcfbdabb542e06,recorded,,not_persisted_in_historical_run,72a27610c65a59d789c88812e2d0ef18d8a0734d096c5a4f5dc38074084f7805,success,1,0
formal600,medfact_bench_1071,bm25_only_diagnostic,d0f6936bb3db0fb6dbc49e4171474769b710c7ab9347736be95c01d69227c754,recorded,,not_persisted_in_historical_run,ac3bf4b0b5137ee8d992d31aa551e82f2d701686445ed9dbbd6656cb78846e59,success,1,0
formal600,medfact_bench_1072,bm25_only_diagnostic,d0f6936bb3db0fb6dbc49e4171474769b710c7ab9347736be95c01d69227c754,recorded,,not_persisted_in_historical_run,8c2f7a8e95bbd9490eca64290386250b9e0bf01ef49ee9e66e7c747efa2338b0,success,1,0
formal600,medfact_bench_1073,bm25_only_diagnostic,d0f6936bb3db0fb6dbc49e4171474769b710c7ab9347736be95c01d69227c754,recorded,,not_persisted_in_historical_run,c8c705a78a6df870fc4bf3b0fcff008f603089aa6edd1674d08945b13a41e228,success,1,0
formal600,medfact_bench_1074,bm25_only_diagnostic,d0f6936bb3db0fb6dbc49e4171474769b710c7ab9347736be95c01d69227c754,recorded,,not_persisted_in_historical_run,cce953bf318647c3180ad3df4e154725c1eaccf2ec81cfe3f5e2d9903fd60637,success,1,0
formal600,medfact_bench_1075,bm25_only_diagnostic,b8fcc161200aa8e958839371770a46e283d2a7ea62b1997191401d912c85d80d,recorded,,not_persisted_in_historical_run,edf857715e73b64a9ddafc1d69fb7dc81baece38690f48561f32128574610ac1,success,1,0
formal600,medfact_bench_1076,bm25_only_diagnostic,ac3124c25c978bb2cab5adc7c82c76b721a5f0a058067dd4cfaf47cb917aa788,recorded,,not_persisted_in_historical_run,be8b3d155c348a923b7dbeccba775857be32e76ff61042deec774cee6b7d97d7,success,1,0
formal600,medfact_bench_1077,bm25_only_diagnostic,ac3124c25c978bb2cab5adc7c82c76b721a5f0a058067dd4cfaf47cb917aa788,recorded,,not_persisted_in_historical_run,f6502ea7b41f38928c3117e0838df424e9a32b657aa256ba429c3149c7086165,success,1,0
formal600,medfact_bench_1078,bm25_only_diagnostic,ac3124c25c978bb2cab5adc7c82c76b721a5f0a058067dd4cfaf47cb917aa788,recorded,,not_persisted_in_historical_run,b96bb7d2fe820a1357a69f069a45d0d74328587904f48ca2835c5da8b1684661,success,1,0
formal600,medfact_bench_1079,bm25_only_diagnostic,ac3124c25c978bb2cab5adc7c82c76b721a5f0a058067dd4cfaf47cb917aa788,recorded,,not_persisted_in_historical_run,3d42aa0ae49398e2dbbcdb67dc7bb3d6131f7b6dac71ce2e96f7daab04489570,success,1,0
formal600,medfact_bench_108,bm25_only_diagnostic,601315eba89bb5d83275858147531afcfeca90773b6443440638f9614cfb8279,recorded,,not_persisted_in_historical_run,8be33a768728bdae63cfea5c1a1448835d46d828cac38c589d89a9a13158daae,success,1,0
formal600,medfact_bench_1080,bm25_only_diagnostic,ac3124c25c978bb2cab5adc7c82c76b721a5f0a058067dd4cfaf47cb917aa788,recorded,,not_persisted_in_historical_run,6ad48d949dc2e4332e518bdd62757116a1c83c45183480bb950d28357e7f6dfa,success,1,0
formal600,medfact_bench_1081,bm25_only_diagnostic,8da2104069ad086983179a1e85afd70843c9e4ede7a2d443c03a04e61a0c9337,recorded,,not_persisted_in_historical_run,7b6806260df6b4a4b5590dfe2f0dc43b0b63179b9e54e895bf5aa88301bf8a97,success,1,0
formal600,medfact_bench_1082,bm25_only_diagnostic,de77d347669d6707deefd67e1fc25ced1e2e4bd57283ec2e197f6854c6fa1d58,recorded,,not_persisted_in_historical_run,8f31acca2ec386ea9e6fbdf4df0a4ec549961c023cfd4614973d1992b1347a3b,success,1,0
formal600,medfact_bench_1083,bm25_only_diagnostic,de77d347669d6707deefd67e1fc25ced1e2e4bd57283ec2e197f6854c6fa1d58,recorded,,not_persisted_in_historical_run,e8f76dc090c092a213a71114fa0513f500f2de1d0e6f1cfb9961e034a26abf9d,success,1,0
formal600,medfact_bench_1084,bm25_only_diagnostic,2ede09831a04c46bded4239403adb51c85d289d3c8255f52456fc6de32f37b7a,recorded,,not_persisted_in_historical_run,9b08d4b648fa08f4b348b85243ecac36fd4069769400337aaebff261936c5437,success,1,0
formal600,medfact_bench_1085,bm25_only_diagnostic,de77d347669d6707deefd67e1fc25ced1e2e4bd57283ec2e197f6854c6fa1d58,recorded,,not_persisted_in_historical_run,6373f043af1f64ee273ee8b576cbe77d8d33adf8198ffe6cc1a7da2fa5305f3e,success,1,0
formal600,medfact_bench_1086,bm25_only_diagnostic,de77d347669d6707deefd67e1fc25ced1e2e4bd57283ec2e197f6854c6fa1d58,recorded,,not_persisted_in_historical_run,9226e4cc479bdb64af5a4592cdacdd4dcb2457df35016f7f37d9a04ccfb3a6c3,success,1,0
formal600,medfact_bench_1087,bm25_only_diagnostic,de77d347669d6707deefd67e1fc25ced1e2e4bd57283ec2e197f6854c6fa1d58,recorded,,not_persisted_in_historical_run,39073c284f49d13ad52dcd0713cacd78766ff56b50e705ff0bd78c735678ddcb,success,1,0
formal600,medfact_bench_1088,bm25_only_diagnostic,8e571cee3874136ba7e4804dc9ee35aa250bbf99b8eaae2d2192180ebd5cdcbb,recorded,,not_persisted_in_historical_run,ac022d66ae9ebe9bdc43e7e4b97ccebe1a16ac61312ebd54befcdd94c6666a0c,success,1,0
